datetime,user,msg
2020-05-07 13:23:00,SubTain Malik,Roz kryn
2020-05-07 13:23:00,SubTain Malik,I'm ready
2020-05-07 13:23:00,Malik,Phisal.k.agy chala gaya naw t maza ajana a
2020-05-07 13:23:00,Malik,😂
2020-05-07 13:23:00,SubTain Malik,Ahhhhh ye toh hai 🔥
2020-05-07 13:23:00,Malik,Han
2020-05-07 13:23:00,Malik,Phr m.apko btau ge sibtii mry periods miss h gy ha
2020-05-07 13:24:00,Malik,Phr ap k urry gay rung 😂😂
2020-05-07 13:24:00,SubTain Malik,Pregnant hona chah rhin bas ap?
2020-05-07 13:24:00,Malik,Hayy ktna maza ay ga
2020-05-07 13:24:00,SubTain Malik,😂 😂 😂 😂
2020-05-07 13:24:00,Malik,Ne
2020-05-07 13:24:00,SubTain Malik,Phr kia hoga?
2020-05-07 13:24:00,SubTain Malik,Uske baaad?
2020-05-07 13:25:00,Malik,Apko.pata ha aysa h gaya t mamla harab h g Zbrdsti apko mry sth bandha jaye gah Or sb k.pata lag jaye gah k aysa hwa etc
2020-05-07 13:25:00,Malik,Sakon.mly ga sakon
2020-05-07 13:25:00,Malik,Mzy ay g 😂😂😂
2020-05-07 13:25:00,SubTain Malik,Sahiiii janab
2020-05-07 13:26:00,SubTain Malik,But abhi toh mushkil hai
2020-05-07 13:26:00,SubTain Malik,Corona ky days m
2020-05-07 13:26:00,Malik,Mtlb k.ap ready h sex k lye
2020-05-07 13:26:00,SubTain Malik,G done
2020-05-07 13:26:00,Malik,Srf sex ne Hard full hard
2020-05-07 13:26:00,Malik,Shaded tklef wala
2020-05-07 13:26:00,SubTain Malik,But 2 3 dfa krna pregnant hony ky leye
2020-05-07 13:26:00,SubTain Malik,G I'll try
2020-05-07 13:27:00,Malik,Hain. Ap n pregnent krna h ??
2020-05-07 13:27:00,Malik,Mjy
2020-05-07 13:27:00,SubTain Malik,Phr kisny krna?
2020-05-07 13:27:00,Malik,T phr bacha ?
2020-05-07 13:27:00,SubTain Malik,Shadi h jni
2020-05-07 13:27:00,SubTain Malik,According to you phr uske bd
2020-05-07 13:28:00,Malik,Zbrdsti bandhy gy apko
2020-05-07 13:28:00,SubTain Malik,I'm okay with that zbrdsti :p
2020-05-07 13:28:00,Malik,Awin us bachy ko b zalil.kry gy sare zndge K.tm shdi s phly hny waly thy etc etc
2020-05-07 13:28:00,Malik,Sare zndge apke.musibt m par jani
2020-05-07 13:28:00,SubTain Malik,Pehly jesa pyar shayed wapis a jy sath rhyn toh
2020-05-07 13:29:00,SubTain Malik,Utni fqr utni care
2020-05-07 13:29:00,SubTain Malik,♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥
2020-05-07 13:29:00,Malik,Prgnency ka kch h gaya t ker.lay g kch
2020-05-07 13:29:00,SubTain Malik,Mtlb?
2020-05-07 13:29:00,Malik,Pills la lia kru ge
2020-05-07 13:29:00,Malik,Fikr nt
2020-05-07 13:29:00,Malik,❤️
2020-05-07 13:29:00,SubTain Malik,Abi apny kaha tha shadi h jani hamari aysy
2020-05-07 13:30:00,Malik,Ne ne y sab shdi k lye thure krna
2020-05-07 13:30:00,SubTain Malik,Shadi ky leye b kryn toh better hai naw.... Ek teer se 2 shikar
2020-05-07 13:30:00,Malik,Ap k ghr walo n.apko.mar dena ha abby ka.pata ha naw apny Image harb h ga sb k samny
2020-05-07 13:30:00,Malik,Bdnami.wakhre sare zndge ke
2020-05-07 13:31:00,Malik,Apps.ma e thek a
2020-05-07 13:31:00,Malik,Dosre jagah bd m rply da dy
2020-05-07 13:31:00,Malik,Ne bhag jat3
2020-05-07 13:32:00,SubTain Malik,Koi ni hai
2020-05-07 13:32:00,SubTain Malik,Hear e hai
2020-05-07 13:32:00,Malik,Ne ghr walo.k.sammy ne itna girnaa
2020-05-07 13:33:00,Malik,Apps m e rkhy gy
2020-05-07 13:33:00,SubTain Malik,Dono hi giryn gy sath sath :p
2020-05-07 13:33:00,Malik,Han tbhe t kaha
2020-05-07 13:33:00,Malik,Apps m rkhyn gy
2020-05-07 13:33:00,SubTain Malik,Phr sex ka faida kiya hoga aysy? Jo hamari shadi bhi na krwa sky
2020-05-07 13:33:00,Malik,Shdi krne q
2020-05-07 13:34:00,Malik,R w b aysy 🙄
2020-05-07 13:34:00,SubTain Malik,Kisi tarah toh hogi
2020-05-07 13:34:00,SubTain Malik,Q ky sath rehna
2020-05-07 13:34:00,Malik,Acha chalain h ge shdi aysy Us bechary bachy ka kia kasor
2020-05-07 13:34:00,Malik,R agr beti h ge to
2020-05-07 13:34:00,SubTain Malik,Ye hai basss 😔 😔 😔 😔
2020-05-07 13:34:00,Malik,Sari zndge us ke azab
2020-05-07 13:35:00,SubTain Malik,Hmmm
2020-05-07 13:35:00,Malik,Sara schty ha baby
2020-05-07 13:35:00,Malik,Is leye bhtr ha
2020-05-07 13:35:00,Malik,Apps ma e rkh lay gay
2020-05-07 13:35:00,SubTain Malik,Yara ap bdl gain hain kafi don't mind 😔
2020-05-07 13:36:00,Malik,Apko.ne kru g tng Drd mjy hnaa tklef mjy hna a  Pills ma n khane a
2020-05-07 13:36:00,Malik,Apka is ma kia nuksn
2020-05-07 13:36:00,Malik,Kia bdle ??
2020-05-07 13:36:00,SubTain Malik,Ap mar ke bhi kbhi sex ky leye haan na krtin
2020-05-07 13:36:00,SubTain Malik,Ab hud keh rhin hain
2020-05-07 13:36:00,Malik,T apko e kh re h bss
2020-05-07 13:37:00,SubTain Malik,Mje b na kehtin
2020-05-07 13:37:00,Malik,Q n khtee
2020-05-07 13:37:00,SubTain Malik,I don't know but na kehtin
2020-05-07 13:37:00,Malik,Awin n khte
2020-05-07 13:37:00,SubTain Malik,G
2020-05-07 13:37:00,Malik,Lrki ke kch needs hte h
2020-05-07 13:37:00,SubTain Malik,Na kehtin
2020-05-07 13:37:00,SubTain Malik,G
2020-05-07 13:38:00,Malik,G blkl
2020-05-07 13:38:00,SubTain Malik,Toh m need Lollipop ky bager pori krny ki koshish krun ga
2020-05-07 13:39:00,Malik,Ne naw
2020-05-07 13:39:00,Malik,M n btaya t th
2020-05-07 13:39:00,Malik,M ab bare h g
2020-05-07 13:39:00,SubTain Malik,Fingers dal ky kr dn ga janiii
2020-05-07 13:39:00,Malik,Ne
2020-05-07 13:39:00,SubTain Malik,Q
2020-05-07 13:39:00,Malik,Mrzi mre
2020-05-07 13:40:00,SubTain Malik,Acha done
2020-05-07 13:40:00,Malik,Khd t kaha th chng ne aya Dek.lain ksa broad chng aya a
2020-05-07 13:40:00,Malik,Good boy..
2020-05-07 13:40:00,SubTain Malik,😂 😂 😂 😂 Meri jaaan hi nikal di aysa change aya h
2020-05-07 13:40:00,Malik,Dek.lai.phr
2020-05-07 13:40:00,SubTain Malik,But ramzan ky bd
2020-05-07 13:40:00,Malik,Apko pata hna chaheye ma kch krte ne
2020-05-07 13:40:00,Malik,Krte h t bht bara krte h
2020-05-07 13:40:00,SubTain Malik,Ahooo
2020-05-07 13:40:00,Malik,Yes
2020-05-07 13:41:00,Malik,R apko ek bat btauu
2020-05-07 13:41:00,SubTain Malik,G btyn
2020-05-07 13:41:00,Malik,M.kch din phly apop txt kia tu
2020-05-07 13:41:00,Malik,Th
2020-05-07 13:41:00,SubTain Malik,G
2020-05-07 13:41:00,Malik,Y khny k lye k.agr ap apny ghr bat ne kr skty t ma apne mama s khu ap k papa s bat kryn
2020-05-07 13:41:00,Malik,Lkn ap k tewar e r thy ma phr bat ne ke...
2020-05-07 13:42:00,SubTain Malik,Kia bt kryn gyn.?
2020-05-07 13:42:00,Malik,Ab q krne ??
2020-05-07 13:42:00,SubTain Malik,No idea
2020-05-07 13:42:00,Malik,Ab t ham GF BF e ise shrt pay ha shdi cnfrm ne r m bht chng h 😂😂
2020-05-07 13:42:00,Malik,🥳🥳🥳
2020-05-07 13:42:00,Malik,T ab bat q krnee
2020-05-07 13:42:00,Malik,Mzk k elawa ek chz kahun?
2020-05-07 13:42:00,SubTain Malik,G?
2020-05-07 13:43:00,Malik,Kui wazefa kue dua aysy h js s mujzy h jye t kryn plzz
2020-05-07 13:43:00,Malik,CSS pass h jaye bsss
2020-05-07 13:43:00,SubTain Malik,Mama se pochon ga
2020-05-07 13:43:00,Malik,CSA jany s phly kch n kch apka ker k jau ge  Q k ap s kch ne hna
2020-05-07 13:43:00,Malik,Yd sy
2020-05-07 13:43:00,SubTain Malik,Mtlb?
2020-05-07 13:44:00,Malik,CSA acdmy h training hte waha
2020-05-07 13:44:00,SubTain Malik,M asal m ab krna hi nhi chahta bcz hamare bech bht masly a chuky
2020-05-07 13:44:00,SubTain Malik,Jo bholy ni jty
2020-05-07 13:44:00,Malik,Dnt mind niyat apke phly b ne thy
2020-05-07 13:44:00,Malik,Ab ke bat t or ha
2020-05-07 13:45:00,SubTain Malik,Apko btana zruri ni khuda janta hai
2020-05-07 13:45:00,Malik,Khair mama s pocheye gah lazim
2020-05-07 13:45:00,SubTain Malik,Ok
2020-05-07 13:45:00,Malik,Chle ge CSA t dekhy gy kia situation h use lehaz s h gah sab
2020-05-07 13:45:00,SubTain Malik,Sex abhi postpone hi rkhyn
2020-05-07 13:46:00,Malik,Chalain m.kch kam ker lo
2020-05-07 13:46:00,SubTain Malik,Zaror
2020-05-07 13:46:00,Malik,Dekhy gy kia krnaa iskaa
2020-05-07 13:46:00,Malik,Mama s lazim.pchnaa
2020-05-07 13:46:00,SubTain Malik,CSA ky bd kryn?
2020-05-07 13:46:00,Malik,Bhulna ne
2020-05-07 13:46:00,SubTain Malik,Oye ek mint
2020-05-07 13:46:00,Malik,CSA k bd ap k hat kaha ana ma nay 😂
2020-05-07 13:46:00,SubTain Malik,Mama se nhi ap mamo se pochyn
2020-05-07 13:46:00,Malik,Ne mamu s bat chet bnd a
2020-05-07 13:46:00,SubTain Malik,Mama se meri larai hui v h kal ki
2020-05-07 13:47:00,SubTain Malik,Kr lyn
2020-05-07 13:47:00,Malik,Sulah ker lay ja k r poch lay
2020-05-07 13:47:00,Malik,Plz
2020-05-07 13:47:00,Malik,R larai q hue ?
2020-05-07 13:47:00,Malik,Ma s ne lrty subtain Allah naraz hta a
2020-05-07 13:47:00,SubTain Malik,Wese e behs h gai
2020-05-07 13:47:00,Malik,Ne m shrminda h un s
2020-05-07 13:47:00,SubTain Malik,Koi bt ni ap poch lyn
2020-05-07 13:47:00,Malik,Jy bat kr laim
2020-05-07 13:47:00,Malik,M ne poch re
2020-05-07 13:48:00,SubTain Malik,Jb sulah h gi tb kr loon ga
2020-05-07 13:48:00,Malik,Ap n mama s pchna a t poch dy ne t rhny dy agle rah na dekha dia kary mjy
2020-05-07 13:48:00,Malik,Ok
2020-05-07 13:48:00,SubTain Malik,Ya net se dekh lyn gy
2020-05-07 13:48:00,Malik,M khd dek lon ge
2020-05-07 13:48:00,SubTain Malik,Ok
2020-05-07 13:48:00,SubTain Malik,Wese b aj tak konsa koi kam aya hoon apke
2020-05-07 13:49:00,Malik,Nmz per lay ja k
2020-05-07 13:49:00,Malik,Allah Hafiz
2020-05-07 13:49:00,SubTain Malik,Allah Hafiz
2020-05-07 15:54:00,Malik,Ek bat ai abe abe zhn ma
2020-05-07 15:55:00,SubTain Malik,G.
2020-05-07 15:57:00,Malik,Agr prgnncy h ge
2020-05-07 15:57:00,SubTain Malik,G?
2020-05-07 15:57:00,Malik,Or ap mukkar gy to 🙄🤭
2020-05-07 15:58:00,SubTain Malik,DNA karwa lejeyega
2020-05-07 15:58:00,Malik,Hahahhaha y t bht agy ke bat a
2020-05-07 15:58:00,SubTain Malik,G ho jata
2020-05-07 15:58:00,SubTain Malik,Tbhi toh hamara PM nhi krwata Terrain White sath
2020-05-07 15:58:00,SubTain Malik,😛
2020-05-07 15:58:00,SubTain Malik,😅😅
2020-05-07 15:59:00,Malik,Ap PM h ?
2020-05-07 15:59:00,Malik,T yaha bat apke h re ha
2020-05-07 15:59:00,SubTain Malik,Nhi DNA ky bt ki ky wo ho jata hai
2020-05-07 15:59:00,Malik,W bht agy ke bat ha
2020-05-07 16:00:00,Malik,Expose k time pay ap mukkar gy k ap n aysa ne kia kch to
2020-05-07 16:00:00,SubTain Malik,Pregnancy ky bd ki bt hai pagal
2020-05-07 16:00:00,Malik,Chances ha is bat k b
2020-05-07 16:00:00,SubTain Malik,Acha
2020-05-07 16:00:00,Malik,Phr b schnaa t prta na sb k lye
2020-05-07 16:00:00,Malik,Bachy b plan ker k aty ha
2020-05-07 16:00:00,SubTain Malik,Rehny dyn ni krty sex
2020-05-07 16:00:00,SubTain Malik,Okay?
2020-05-07 16:01:00,Malik,Ne
2020-05-07 16:01:00,Malik,Sex t krnaa ha
2020-05-07 16:01:00,SubTain Malik,Ni mje ni krna
2020-05-07 16:01:00,Malik,Dar gy h ? 😀
2020-05-07 16:01:00,SubTain Malik,Simple hug r kiss krni hui toh kr lein gy
2020-05-07 16:02:00,SubTain Malik,G apki negative soch nzr anay lg rhi h dbara
2020-05-07 16:02:00,Malik,Haww
2020-05-07 16:02:00,Malik,Is ma ngtive kia ha
2020-05-07 16:02:00,Malik,Full maza ha
2020-05-07 16:02:00,Malik,😂
2020-05-07 16:02:00,Malik,Mukkrny wale bat k ngtve kaha ha
2020-05-07 16:03:00,Malik,Ne ne is ma ngtv wale bat ne ha
2020-05-07 16:03:00,Malik,H jata ha aysa insn dar jata ha r ap t already kafi mumy dady type a naw 😂
2020-05-07 16:06:00,SubTain Malik,G
2020-05-07 16:06:00,SubTain Malik,Sahiii
2020-05-07 16:06:00,Malik,😂
2020-05-07 16:07:00,Malik,Itna ne schty mukar jana kue mslaa ne
2020-05-07 16:07:00,SubTain Malik,Iftari bna li.?
2020-05-07 16:07:00,Malik,Abe t bss 4 bajy ha
2020-05-07 16:07:00,SubTain Malik,Hamare ghr toh jldi bna lete
2020-05-07 16:07:00,Malik,R ham kui samosy pakory ne bnaty sb diet pay hain
2020-05-07 16:08:00,SubTain Malik,Wahhh good
2020-05-07 16:08:00,Malik,Ahan.
2020-05-07 16:08:00,SubTain Malik,G
2020-05-07 16:08:00,Malik,G
2020-05-07 16:08:00,SubTain Malik,R koi bt?
2020-05-07 16:08:00,Malik,Ap ker lain
2020-05-07 16:08:00,SubTain Malik,Ni sojh rhi
2020-05-07 16:08:00,Malik,Wsy i feel ap t dar gy ha 😂
2020-05-07 16:09:00,SubTain Malik,G dar gya
2020-05-07 16:09:00,SubTain Malik,Apse dar lgta h mje ab
2020-05-07 16:09:00,SubTain Malik,Pta nhi q but aysa hi hai 🤷🏻‍♂️
2020-05-07 16:09:00,Malik,Q ma bacty khate h 😂
2020-05-07 16:09:00,SubTain Malik,I don't know
2020-05-07 16:09:00,Malik,😂😂
2020-05-07 16:09:00,SubTain Malik,😂 😂 😂 😂
2020-05-07 16:09:00,Malik,Pagal 😂
2020-05-07 16:09:00,Malik,Drna ne ha
2020-05-07 16:09:00,SubTain Malik,Pagal ki kuch :p
2020-05-07 16:10:00,Malik,Dar k ne jee sktaa insn
2020-05-07 16:10:00,Malik,Is lye tar k jeyuu
2020-05-07 16:10:00,SubTain Malik,Feelings m kr lein yrrr
2020-05-07 16:10:00,SubTain Malik,Abhi kr lyn
2020-05-07 16:10:00,Malik,Abe t roza a
2020-05-07 16:10:00,SubTain Malik,Real m apko kia par gai h mje smjh ni a rhi
2020-05-07 16:10:00,Malik,Feelings ma 1000000 dafa kia ha
2020-05-07 16:10:00,SubTain Malik,Agay kiya toh hai :p
2020-05-07 16:10:00,SubTain Malik,Phr kryn acha lagega
2020-05-07 16:10:00,Malik,Feelings ma t hamary bachy b thy
2020-05-07 16:10:00,Malik,😂😂😂😂😂😂😂
2020-05-07 16:11:00,Malik,Ne ne ab reall m ker k e maza ana
2020-05-07 16:11:00,SubTain Malik,Ni ek e din aysa hua tha
2020-05-07 16:11:00,SubTain Malik,Ni real m mjse ni hoga
2020-05-07 16:11:00,Malik,Wsy ktna ajewb h lrkaa khta h yaha lrki keh re or lrka dar raha
2020-05-07 16:11:00,Malik,Mummy daday sappot 😂😂😂
2020-05-07 16:11:00,SubTain Malik,Dekh lyn bass
2020-05-07 16:11:00,SubTain Malik,☺
2020-05-07 16:11:00,Malik,Han dek re
2020-05-07 16:12:00,Malik,H gah q ne h gah
2020-05-07 16:12:00,Malik,Ohoo yr condm ks lye ha ham w use ker lay gy no tnsn
2020-05-07 16:12:00,SubTain Malik,Ni mje dar lg gya hai nhiii hoga ab
2020-05-07 16:12:00,Malik,Dar kis bat ka ??
2020-05-07 16:12:00,Malik,Y btayen 😀😂
2020-05-07 16:12:00,SubTain Malik,Sex se
2020-05-07 16:12:00,SubTain Malik,Bht bri chez h
2020-05-07 16:13:00,Malik,Kia bara ha is ma mjy t y smj ne a raha
2020-05-07 16:13:00,SubTain Malik,Bht zyada gunnah h
2020-05-07 16:13:00,SubTain Malik,Mana b hai
2020-05-07 16:13:00,Malik,Sb kch t mra chng hna Mry chlny ma farak ajana Mre physic m ajana  Ma t ne fikr kr re
2020-05-07 16:13:00,SubTain Malik,Jo sab humne kiya usse bht zyada hai yeah
2020-05-07 16:13:00,Malik,Mjy t kch zyada ne lg rhaa
2020-05-07 16:13:00,SubTain Malik,Q ky ap jazbati h gye hain
2020-05-07 16:14:00,SubTain Malik,Q
2020-05-07 16:14:00,Malik,Jazbati t ne naw
2020-05-07 16:14:00,Malik,Q k kch zyada ha e ne
2020-05-07 16:14:00,SubTain Malik,G hn yaan apko ksi ny kch kaha h jo ap pagal ho gain hain...
2020-05-07 16:14:00,SubTain Malik,Hai yrrrr
2020-05-07 16:14:00,SubTain Malik,Sex is extreme
2020-05-07 16:15:00,Malik,Ap k mutalik kse s kui bat ne krtee
2020-05-07 16:15:00,Malik,Mjy t ne lgtaaa
2020-05-07 16:15:00,Malik,Is ma kch extreme a
2020-05-07 16:15:00,SubTain Malik,Oper se apny nangi hoke milna hai... Dekhty hi mera hard ho jana
2020-05-07 16:15:00,Malik,Ma n mzk ma kaha th
2020-05-07 16:15:00,SubTain Malik,Shukar hai
2020-05-07 16:16:00,SubTain Malik,Main toh dar e gya tha
2020-05-07 16:16:00,Malik,Han
2020-05-07 16:16:00,Malik,Itna ne drty
2020-05-07 16:16:00,SubTain Malik,Sex bhi mazak m keh rhin naw?
2020-05-07 16:16:00,Malik,Kaha t ha dar k ne jee sktaa insn
2020-05-07 16:16:00,Malik,Ne to
2020-05-07 16:16:00,SubTain Malik,Yarrr kese kryn gy btayen zra
2020-05-07 16:16:00,SubTain Malik,Apky ghr aya main
2020-05-07 16:16:00,Malik,Kpry utar k 😂😂
2020-05-07 16:17:00,SubTain Malik,R romance main r ek dsry ko garam krny m hi itna time lg jana ky wapis jana prna
2020-05-07 16:17:00,Malik,Ne itne b bat ne ab
2020-05-07 16:17:00,Malik,K 2 ghnty lag jaye ise ma
2020-05-07 16:17:00,SubTain Malik,G dodo pena
2020-05-07 16:17:00,SubTain Malik,Phr Strawberry khani
2020-05-07 16:17:00,SubTain Malik,Apny lollipop khana
2020-05-07 16:17:00,SubTain Malik,Bht time lg jana
2020-05-07 16:18:00,Malik,Itna b ne lagy gah
2020-05-07 16:18:00,Malik,J b ha sex t krnaa ha
2020-05-07 16:18:00,Malik,Har hal ma krnaa ha
2020-05-07 16:18:00,Malik,Ap n e kaha th bht zor s jhtky maru ga
2020-05-07 16:18:00,Malik,Ap b mar lena
2020-05-07 16:19:00,Malik,Zor zor s jhatky
2020-05-07 16:26:00,SubTain Malik,Mazak kia tha
2020-05-07 16:26:00,Malik,M t serious hun blkl
2020-05-07 16:26:00,Malik,Sehny ko b tayar
2020-05-07 16:27:00,Malik,Ahh ktne mazy ke chekhy nkly ge mazy mazy
2020-05-07 16:27:00,SubTain Malik,😂 😂 😂
2020-05-07 16:27:00,SubTain Malik,Pagal ho gain hain?
2020-05-07 16:27:00,SubTain Malik,Apki chekhon se mje kb maza anay laga?
2020-05-07 16:28:00,Malik,Mjy t ay ga naw
2020-05-07 16:28:00,SubTain Malik,Howm
2020-05-07 16:28:00,SubTain Malik,How?
2020-05-07 16:28:00,Malik,Ahhh its so hit
2020-05-07 16:28:00,Malik,Hot**
2020-05-07 16:28:00,Malik,Just imagine
2020-05-07 16:34:00,SubTain Malik,Yeah but it's wrong too
2020-05-07 16:34:00,Malik,Wrong kia ya smj ne a rhaa
2020-05-07 16:34:00,SubTain Malik,Gunnah bht zyada
2020-05-07 16:35:00,SubTain Malik,Zina hai yeh
2020-05-07 16:35:00,Malik,Ohoo t wsy kn s sawab kamaty 😂
2020-05-07 16:35:00,SubTain Malik,Zina kiya h aj tak humny
2020-05-07 16:35:00,SubTain Malik,?
2020-05-07 16:35:00,Malik,T ab ker lay gay
2020-05-07 16:35:00,Malik,Bare bat kia ha is ma ?
2020-05-07 16:35:00,SubTain Malik,Bht galat hai yrrr
2020-05-07 16:35:00,Malik,Mjy ya smjha dy bss
2020-05-07 16:35:00,Malik,T kch ne htaaa
2020-05-07 16:36:00,SubTain Malik,Islam m mana hai
2020-05-07 16:36:00,Malik,Islam ma gair mehram.k pass jana b mana ha
2020-05-07 16:37:00,SubTain Malik,G toh ni jate
2020-05-07 16:37:00,Malik,Ma.jate re h
2020-05-07 16:37:00,Malik,Ap k.pass
2020-05-07 16:37:00,Malik,Mjy is ma kue burai nzr ne a re
2020-05-07 16:37:00,Malik,Na kch glt lg rhaa
2020-05-07 16:37:00,SubTain Malik,Zruri ni pele jo hua phr usse bhi brh ky kryn ab
2020-05-07 16:37:00,SubTain Malik,Yrr mje ni krna sex
2020-05-07 16:37:00,Malik,Mjy krnaa a
2020-05-07 16:37:00,SubTain Malik,Shadi ky bd krna phr
2020-05-07 16:38:00,Malik,Han t krna e ha phr t
2020-05-07 16:38:00,SubTain Malik,G tbhi
2020-05-07 16:38:00,Malik,Phly ap k sth
2020-05-07 16:38:00,Malik,Phr shdi k bd
2020-05-07 16:38:00,SubTain Malik,Nopes
2020-05-07 16:38:00,SubTain Malik,I'm not agree
2020-05-07 16:38:00,Malik,Yes
2020-05-07 16:38:00,Malik,Ma t agree h naw
2020-05-07 16:38:00,SubTain Malik,Acha yr
2020-05-07 16:39:00,SubTain Malik,M kam kr ln ab
2020-05-07 16:39:00,Malik,Apny andr ka mummy daddy bacha b nikal dena th naw
2020-05-07 16:39:00,Malik,Wsy t bht chng layaa gaya a 😂
2020-05-07 16:39:00,SubTain Malik,Ni mje psnd h yeh mummy daddy bacha
2020-05-07 16:39:00,Malik,J mrzi kryn
2020-05-07 16:39:00,SubTain Malik,Isi liyae rkhta pass
2020-05-07 16:39:00,Malik,Lol 😂
2020-05-07 16:39:00,SubTain Malik,G
2020-05-07 16:39:00,SubTain Malik,Sach m
2020-05-07 16:39:00,Malik,Ma apne bat pay kaim hn
2020-05-07 16:39:00,Malik,Or rahu ge
2020-05-07 16:40:00,SubTain Malik,I like for what I am
2020-05-07 16:40:00,SubTain Malik,Konsi
2020-05-07 16:40:00,Malik,Lol 😂
2020-05-07 16:40:00,Malik,J ma keh re h
2020-05-07 16:41:00,SubTain Malik,Ap hasyn ya ap jese 1000 log b achy main hud ko theek lgta hoon toh m aysa hi rhun ga
2020-05-07 16:41:00,SubTain Malik,Axha
2020-05-07 16:41:00,Malik,Ma n kch kaha ?
2020-05-07 16:41:00,Malik,Ap jsy ??
2020-05-07 16:41:00,Malik,Good good
2020-05-07 16:41:00,SubTain Malik,Ap jsy log jo mummy daddy nhi wo
2020-05-07 16:41:00,Malik,Ne ne thek ha
2020-05-07 16:42:00,Malik,Apna kam kr l
2020-05-07 16:45:00,SubTain Malik,Take care ☺
2020-05-07 16:56:00,Malik,Kam chr k nmz pr l.phly
2020-05-07 16:58:00,Malik,R zuban kam chalaya kryn
2020-05-07 17:11:00,SubTain Malik,Acha
2020-05-07 17:50:00,Malik,Kia bnta ha ap k ghr iftari m ??
2020-05-07 17:50:00,SubTain Malik,Fruit chat + soda + Sharbat bas
2020-05-07 17:51:00,Malik,Soda ??
2020-05-07 17:51:00,Malik,Smjdar Dr h ap k ghr k wawa 😂
2020-05-07 17:51:00,SubTain Malik,Sprite + dodh
2020-05-07 17:51:00,Malik,G pata mjt
2020-05-07 17:51:00,SubTain Malik,☺
2020-05-07 17:51:00,Malik,Mjy**
2020-05-07 17:52:00,SubTain Malik,Sahi
2020-05-07 17:52:00,Malik,Pora din pait hale htaaa  Soda katta h anto ko
2020-05-07 17:52:00,Malik,All type of cold drinks
2020-05-07 17:52:00,Malik,Liver agg barsa rha hta a apkaa
2020-05-07 17:52:00,SubTain Malik,Ahan...
2020-05-07 17:52:00,Malik,Pora din hale hta a
2020-05-07 17:52:00,SubTain Malik,G
2020-05-07 17:52:00,Malik,Ys
2020-05-07 17:52:00,SubTain Malik,Phr ab kia karon?
2020-05-07 17:53:00,Malik,Mjy t kui 2 mah h gy cold drink k.pass b ne gzre
2020-05-07 17:53:00,Malik,Shrbt bnta h wo pe lay na peye soda
2020-05-07 17:53:00,SubTain Malik,Very good
2020-05-07 17:53:00,Malik,No burger no shawarma
2020-05-07 17:53:00,SubTain Malik,Ok I'll think
2020-05-07 17:53:00,Malik,Roti b bssa ek
2020-05-07 17:53:00,SubTain Malik,G yehi dieting hti
2020-05-07 17:53:00,Malik,Sehri ma b ek roti sokhi
2020-05-07 17:53:00,Malik,I knw
2020-05-07 17:54:00,Malik,No parathy
2020-05-07 17:54:00,SubTain Malik,Wahhh full health conscious
2020-05-07 17:54:00,Malik,Han g
2020-05-07 17:54:00,Malik,Kch batain dil ma lag jate ha phr un pay dehan deta prta a  baby
2020-05-07 17:55:00,SubTain Malik,Sahiii
2020-05-07 17:55:00,SubTain Malik,Aftari ka time hony wala kuch prh lyn dua wagera mang lyn
2020-05-07 17:55:00,Malik,Mota tb b ne hna th
2020-05-07 17:55:00,Malik,Pory 45 mnts ha abe
2020-05-07 17:56:00,SubTain Malik,Prny m b time lgta
2020-05-07 17:56:00,Malik,Bss beth beth k h gaya th 😂
2020-05-07 17:56:00,SubTain Malik,Nhi yrrr itni walk thi tb b apki
2020-05-07 17:56:00,Malik,Lo itna kia prna or itnaa kia mangnaa
2020-05-07 17:56:00,SubTain Malik,Academy main
2020-05-07 17:56:00,Malik,Ghr a k
2020-05-07 17:56:00,SubTain Malik,Bht hai bht
2020-05-07 17:56:00,Malik,Acdmy ma andy waly brgr bht khaye
2020-05-07 17:56:00,SubTain Malik,Wo mje ni pta
2020-05-07 17:56:00,Malik,Markaz sy
2020-05-07 17:57:00,SubTain Malik,Ye b mje ni pta 😂 😂 😂
2020-05-07 17:57:00,Malik,Ghr a k bas prhaa ha r khaya a or bed py re h bss tangain akkr jate the beth beth k hayyy
2020-05-07 17:57:00,SubTain Malik,Itna bethati thin?
2020-05-07 17:57:00,Malik,Acdmy m ne markaz ja k ma r ridaa
2020-05-07 17:57:00,Malik,Prna prta th
2020-05-07 17:58:00,SubTain Malik,Achi bt h janab
2020-05-07 17:58:00,SubTain Malik,Rida bhi theek hti ajkl?
2020-05-07 17:58:00,Malik,Hayy ksmy jab tangain sedhe krte the t karaky nklty thy
2020-05-07 17:58:00,Malik,Han rida thek a
2020-05-07 17:58:00,Malik,Allhamdullilah
2020-05-07 17:58:00,SubTain Malik,♥
2020-05-07 17:59:00,SubTain Malik,🤭
2020-05-07 17:59:00,Malik,😂
2020-05-07 17:59:00,SubTain Malik,Ab toh theek h gya chlyn
2020-05-07 17:59:00,SubTain Malik,Shukar kryn
2020-05-07 17:59:00,Malik,Allhamdullilah
2020-05-07 17:59:00,SubTain Malik,😍
2020-05-07 17:59:00,Malik,Shdi krne h ab
2020-05-07 18:00:00,Malik,Moti dulhan lhngy m ksy fit ay ge
